ID,Area,Doc,Route/Context,Source (component › element),Type,English (verbatim),Arabic (fill in),Status,Bundle Key,Raw Status
1364,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,usage banner,body,"The tenant usage endpoint is unavailable, so live counters are shown as zero…",,HARDCODED,,HARDCODED
1365,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,BillingLedger,heading,Workspace ledger,,HARDCODED,,HARDCODED
1366,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,BillingLedger,subheading,"Subscription, renewal and account ownership for this tenant.",,HARDCODED,,HARDCODED
1367,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,BillingLedger,label,Current plan · Seats · Storage · Support,,HARDCODED,,HARDCODED
1368,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,BillingLedger detail labels,label,Commercial model · Contract term · Currency · Billing owner · Usage period · Next review,,HARDCODED,,HARDCODED
1369,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,plan values,body,Free · Starter · Professional · Enterprise (TIER_LABEL),,HARDCODED,,HARDCODED (enum)
1370,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,plan defaults,body,Community · Email support · Priority support · 24/7 success · $0 evaluation · Quote-based · Custom agreement · Monthly · Annual · Enterprise MSA,,HARDCODED,,HARDCODED
1371,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,MetricTile,label,Active users · Storage used · API calls · Suite coverage,,HARDCODED,,HARDCODED
1372,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SectionCard,heading,Usage against allowances,,HARDCODED,,HARDCODED
1373,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SectionCard,subheading,Live period consumption compared with tenant settings and plan defaults.,,HARDCODED,,HARDCODED
1374,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,QuotaMeter/UsageRiskCard,label,Users · Storage · API calls · Bandwidth · Enabled suites · No cap,,HARDCODED,,HARDCODED
1375,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SuiteMatrix,heading,Product and service coverage,,HARDCODED,,HARDCODED
1376,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SuiteMatrix,subheading,Billing alignment across the Clario360 suite entitlements and backing services.,,HARDCODED,,HARDCODED
1377,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SuiteMatrix badges,badge,Included · Off plan · Tenant settings · `{Plan} default`,,HARDCODED,,HARDCODED
1378,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SuiteMatrix labels,label,Calls · Users · Last active · No activity yet · Not provisioned,,HARDCODED,,HARDCODED
1379,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,Product names,body,Cyber Defense · SIEM Operations · Data Intelligence · ClarioDR Resilience · Acta Governance · Watheeq / Lex · Visus / BOSALAH (+ descriptions),,HARDCODED,,HARDCODED (catalog)
1380,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,PlatformServicesPanel,heading,Core platform services,,HARDCODED,,HARDCODED
1381,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,PlatformServicesPanel,subheading,"Always-on services that support billing, governance and operations.",,HARDCODED,,HARDCODED
1382,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,platform service names,body,IAM and tenant administration · Licensing and entitlements · Audit chain · Workflow and automation · Files and notifications,,HARDCODED,,HARDCODED (catalog)
1383,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,InvoicesPanel,heading,Invoices and payment operations,,HARDCODED,,HARDCODED
1384,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,InvoicesPanel,subheading,Enterprise billing is handled by your account team; no payment processor connector is configured…,,HARDCODED,,HARDCODED
1385,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,InvoicesPanel,badge,Account-team managed,,HARDCODED,,HARDCODED
1386,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,InvoicesPanel empty,empty-state,Billing history will appear here,,HARDCODED,,HARDCODED
1387,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,InvoicesPanel empty,empty-state,Invoices are issued in {currency} by your account team…,,HARDCODED,,HARDCODED
1388,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SectionCard,heading,Plans,,HARDCODED,,HARDCODED
1389,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,SectionCard,subheading,Compare plans and request a change.,,HARDCODED,,HARDCODED
1390,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,empty,empty-state,No metered suite events yet,,HARDCODED,,HARDCODED
1391,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,empty,empty-state,Suite-level usage appears once users work in the provisioned products.,,HARDCODED,,HARDCODED
1392,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,loading/error header,heading,"Billing & Usage · Plan, usage and quotas for your workspace.",,HARDCODED,,HARDCODED
1393,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,error,error,Tenant billing context unavailable,,HARDCODED,,HARDCODED
1394,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,error,error,"The session did not include a tenant record, and the tenant lookup could not resolve one.",,HARDCODED,,HARDCODED
1395,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,toast,toast,Usage export generated,,HARDCODED,,HARDCODED
1396,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,toast,toast,Plan change requested,,HARDCODED,,HARDCODED
1397,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,toast,toast,We'll reach out about moving to the {Plan} plan. Plan changes are handled by your account team.,,HARDCODED,,HARDCODED
1398,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,toast,toast,Payment methods are managed by your account team.,,HARDCODED,,HARDCODED
1399,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,csv header row,table-header,Product · Entitlement · Enabled · API calls · Active users · Last active,,HARDCODED,,HARDCODED
1400,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,limit fallback,body,Unlimited · Current period · Account owner · Account team,,HARDCODED,,HARDCODED
1401,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,page metadata.title,system,API Keys,,HARDCODED,,HARDCODED
1402,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,PageHeader.title,heading,API Keys,,HARDCODED,,HARDCODED
1403,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,PageHeader.description,subheading,Manage API keys for programmatic platform access,,HARDCODED,,HARDCODED
1404,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,action,button,Create API Key,,HARDCODED,,HARDCODED
1405,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,filter label,label,Status,,HARDCODED,,HARDCODED
1406,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,filter options,option,Active · Revoked · Expired,,HARDCODED,,HARDCODED
1407,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,columns,table-header,Name · Key · Scopes · Status · Last Used · Expires,,HARDCODED,,HARDCODED
1408,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,cell fallback,body,Never,,HARDCODED,,HARDCODED
1409,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,scopes overflow,body,`+{n} more`,,HARDCODED,,HARDCODED
1410,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,row action,button,Rotate,,HARDCODED,,HARDCODED
1411,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,row action,button,Revoke,,HARDCODED,,HARDCODED
1412,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,search,placeholder,Search API keys...,,HARDCODED,,HARDCODED
1413,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,empty,empty-state,No API keys yet,,HARDCODED,,HARDCODED
1414,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,empty,empty-state,Create your first API key to enable programmatic access.,,HARDCODED,,HARDCODED
1415,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,revoke dialog,modal-title,Revoke API Key,,HARDCODED,,HARDCODED
1416,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,revoke dialog,modal-body,"Revoke ""{name}""? Any services using this key will lose access immediately.",,HARDCODED,,HARDCODED
1417,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,revoke confirm,button,Revoke,,HARDCODED,,HARDCODED
1418,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,rotate dialog,modal-title,Rotate API Key,,HARDCODED,,HARDCODED
1419,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,rotate dialog,modal-body,"Rotate the secret for ""{name}""? The current secret will be immediately invalidated.",,HARDCODED,,HARDCODED
1420,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/api-keys — page.tsx (shell) + api-keys-client.tsx + _components/*,rotate confirm,button,Rotate,,HARDCODED,,HARDCODED
1421,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,PageHeader.title,heading,Invitations,,HARDCODED,,HARDCODED
1422,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,PageHeader.description,subheading,Manage user invitations to the platform,,HARDCODED,,HARDCODED
1423,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,action,button,Invite User,,HARDCODED,,HARDCODED
1424,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,KpiCard,label,Total Sent · Pending · Accepted · Acceptance Rate,,HARDCODED,,HARDCODED
1425,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,filter label,label,Status,,HARDCODED,,HARDCODED
1426,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,filter options,option,Pending · Accepted · Expired · Cancelled · Revoked,,HARDCODED,,HARDCODED
1427,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,columns,table-header,Email · Role · Status · Invited By · Expires · Sent,,HARDCODED,,HARDCODED
1428,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,row action,button,Resend,,HARDCODED,,HARDCODED
1429,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,row action,button,Cancel,,HARDCODED,,HARDCODED
1430,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,search,placeholder,Search invitations...,,HARDCODED,,HARDCODED
1431,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,empty,empty-state,No invitations yet,,HARDCODED,,HARDCODED
1432,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,empty,empty-state,Invite users to join the platform.,,HARDCODED,,HARDCODED
1433,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,cancel dialog,modal-title,Cancel Invitation,,HARDCODED,,HARDCODED
1434,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/invitations — page.tsx + _components/invite-user-dialog.tsx,cancel dialog,modal-body,Cancel the invitation to {email}? They will no longer be able to accept it.,,HARDCODED,,HARDCODED
